# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-09-17 15:56:16 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06846300 BEAVER C NR HERNDON, KS
# -----------------------------------------------------------------------------------
#
# Data provided for site 06846300
#            TS   parameter     statistic     Description
#         54700       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	54700_00060_00003	54700_00060_00003_cd
USGS	06846300	1968-01-06	0.00	A
USGS	06846300	1968-01-07	0.00	A
USGS	06846300	1968-01-08	0.00	A
USGS	06846300	1968-01-09	0.00	A
USGS	06846300	1968-01-10	0.00	A
USGS	06846300	1968-01-11	0.00	A
USGS	06846300	1968-01-12	0.00	A
USGS	06846300	1968-01-13	0.00	A
USGS	06846300	1968-01-14	0.00	A
USGS	06846300	1968-01-15	0.00	A
USGS	06846300	1968-01-16	0.00	A
USGS	06846300	1968-01-17	0.00	A
USGS	06846300	1968-01-18	0.00	A
USGS	06846300	1968-01-19	0.00	A
USGS	06846300	1968-01-20	0.00	A
USGS	06846300	1968-01-21	0.00	A
USGS	06846300	1968-01-22	0.00	A
USGS	06846300	1968-01-23	0.00	A
USGS	06846300	1968-01-24	0.00	A
USGS	06846300	1968-01-25	0.10	A
USGS	06846300	1968-01-26	0.20	A
USGS	06846300	1968-01-27	0.20	A
USGS	06846300	1968-01-28	0.20	A
USGS	06846300	1968-01-29	0.20	A
USGS	06846300	1968-01-30	0.10	A
USGS	06846300	1968-01-31	0.30	A
USGS	06846300	1968-02-01	0.70	A
USGS	06846300	1968-02-02	1.00	A
USGS	06846300	1968-02-03	2.00	A
USGS	06846300	1968-02-04	5.00	A
USGS	06846300	1968-02-05	5.00	A
USGS	06846300	1968-02-06	5.00	A
USGS	06846300	1968-02-07	4.00	A
USGS	06846300	1968-02-08	4.00	A
USGS	06846300	1968-02-09	4.00	A
USGS	06846300	1968-02-10	4.00	A
USGS	06846300	1968-02-11	4.00	A
USGS	06846300	1968-02-12	4.00	A
USGS	06846300	1968-02-13	3.00	A
USGS	06846300	1968-02-14	3.00	A
USGS	06846300	1968-02-15	4.00	A
USGS	06846300	1968-02-16	6.00	A
USGS	06846300	1968-02-17	8.00	A
USGS	06846300	1968-02-18	8.00	A
USGS	06846300	1968-02-19	9.00	A
USGS	06846300	1968-02-20	10.0	A
USGS	06846300	1968-02-21	5.00	A
USGS	06846300	1968-02-22	2.00	A
USGS	06846300	1968-02-23	0.50	A
USGS	06846300	1968-02-24	0.70	A
USGS	06846300	1968-02-25	1.00	A
USGS	06846300	1968-02-26	1.50	A
USGS	06846300	1968-02-27	2.00	A
USGS	06846300	1968-02-28	2.00	A
USGS	06846300	1968-02-29	1.50	A
USGS	06846300	1968-03-01	2.00	A
USGS	06846300	1968-03-02	4.00	A
USGS	06846300	1968-03-03	4.00	A
USGS	06846300	1968-03-04	5.00	A
USGS	06846300	1968-03-05	5.70	A
USGS	06846300	1968-03-06	5.00	A
USGS	06846300	1968-03-07	4.60	A
USGS	06846300	1968-03-08	4.60	A
USGS	06846300	1968-03-09	4.60	A
USGS	06846300	1968-03-10	4.40	A
USGS	06846300	1968-03-11	4.40	A
USGS	06846300	1968-03-12	4.60	A
USGS	06846300	1968-03-13	5.00	A
USGS	06846300	1968-03-14	4.60	A
USGS	06846300	1968-03-15	4.50	A
USGS	06846300	1968-03-16	4.40	A
USGS	06846300	1968-03-17	4.40	A
USGS	06846300	1968-03-18	4.30	A
USGS	06846300	1968-03-19	4.20	A
USGS	06846300	1968-03-20	4.20	A
USGS	06846300	1968-03-21	4.10	A
USGS	06846300	1968-03-22	4.30	A
USGS	06846300	1968-03-23	4.40	A
USGS	06846300	1968-03-24	4.80	A
USGS	06846300	1968-03-25	4.40	A
USGS	06846300	1968-03-26	4.50	A
USGS	06846300	1968-03-27	4.30	A
USGS	06846300	1968-03-28	4.00	A
USGS	06846300	1968-03-29	4.20	A
USGS	06846300	1968-03-30	4.20	A
USGS	06846300	1968-03-31	4.20	A
USGS	06846300	1968-04-01	3.90	A
USGS	06846300	1968-04-02	4.20	A
USGS	06846300	1968-04-03	3.10	A
USGS	06846300	1968-04-04	2.50	A
USGS	06846300	1968-04-05	2.60	A
USGS	06846300	1968-04-06	2.60	A
USGS	06846300	1968-04-07	2.20	A
USGS	06846300	1968-04-08	1.30	A
USGS	06846300	1968-04-09	1.70	A
USGS	06846300	1968-04-10	1.90	A
USGS	06846300	1968-04-11	1.90	A
USGS	06846300	1968-04-12	1.80	A
USGS	06846300	1968-04-13	1.70	A
USGS	06846300	1968-04-14	0.96	A
USGS	06846300	1968-04-15	1.00	A
USGS	06846300	1968-04-16	0.92	A
USGS	06846300	1968-04-17	0.95	A
USGS	06846300	1968-04-18	1.10	A
USGS	06846300	1968-04-19	2.10	A
USGS	06846300	1968-04-20	2.00	A
USGS	06846300	1968-04-21	2.00	A
USGS	06846300	1968-04-22	4.70	A
USGS	06846300	1968-04-23	4.40	A
USGS	06846300	1968-04-24	4.70	A
USGS	06846300	1968-04-25	3.50	A
USGS	06846300	1968-04-26	2.70	A
USGS	06846300	1968-04-27	2.00	A
USGS	06846300	1968-04-28	1.60	A
USGS	06846300	1968-04-29	0.84	A
USGS	06846300	1968-04-30	0.76	A
USGS	06846300	1968-05-01	0.68	A
USGS	06846300	1968-05-02	0.76	A
USGS	06846300	1968-05-03	0.52	A
USGS	06846300	1968-05-04	0.44	A
USGS	06846300	1968-05-05	0.18	A
USGS	06846300	1968-05-06	0.14	A
USGS	06846300	1968-05-07	0.12	A
USGS	06846300	1968-05-08	0.16	A
USGS	06846300	1968-05-09	0.52	A
USGS	06846300	1968-05-10	0.84	A
USGS	06846300	1968-05-11	2.70	A
USGS	06846300	1968-05-12	1.40	A
USGS	06846300	1968-05-13	1.60	A
USGS	06846300	1968-05-14	2.30	A
USGS	06846300	1968-05-15	1.70	A
USGS	06846300	1968-05-16	1.80	A
USGS	06846300	1968-05-17	1.60	A
USGS	06846300	1968-05-18	0.97	A
USGS	06846300	1968-05-19	0.65	A
USGS	06846300	1968-05-20	0.55	A
USGS	06846300	1968-05-21	0.52	A
USGS	06846300	1968-05-22	0.42	A
USGS	06846300	1968-05-23	0.52	A
USGS	06846300	1968-05-24	0.61	A
USGS	06846300	1968-05-25	0.92	A
USGS	06846300	1968-05-26	1.50	A
USGS	06846300	1968-05-27	2.30	A
USGS	06846300	1968-05-28	2.40	A
USGS	06846300	1968-05-29	2.40	A
USGS	06846300	1968-05-30	1.90	A
USGS	06846300	1968-05-31	1.70	A
USGS	06846300	1968-06-01	0.99	A
USGS	06846300	1968-06-02	0.46	A
USGS	06846300	1968-06-03	0.23	A
USGS	06846300	1968-06-04	0.09	A
USGS	06846300	1968-06-05	0.00	A
USGS	06846300	1968-06-06	0.00	A
USGS	06846300	1968-06-07	0.00	A
USGS	06846300	1968-06-08	0.00	A
USGS	06846300	1968-06-09	0.00	A
USGS	06846300	1968-06-10	0.00	A
USGS	06846300	1968-06-11	0.00	A
USGS	06846300	1968-06-12	0.00	A
USGS	06846300	1968-06-13	0.00	A
USGS	06846300	1968-06-14	0.00	A
USGS	06846300	1968-06-15	0.02	A
USGS	06846300	1968-06-16	0.07	A
USGS	06846300	1968-06-17	0.02	A
USGS	06846300	1968-06-18	0.02	A
USGS	06846300	1968-06-19	6.60	A
USGS	06846300	1968-06-20	26.0	A
USGS	06846300	1968-06-21	19.0	A
USGS	06846300	1968-06-22	22.0	A
USGS	06846300	1968-06-23	12.0	A
USGS	06846300	1968-06-24	7.20	A
USGS	06846300	1968-06-25	5.10	A
USGS	06846300	1968-06-26	2.40	A
USGS	06846300	1968-06-27	39.0	A
USGS	06846300	1968-06-28	43.0	A
USGS	06846300	1968-06-29	19.0	A
USGS	06846300	1968-06-30	11.0	A
USGS	06846300	1968-07-01	6.20	A
USGS	06846300	1968-07-02	3.10	A
USGS	06846300	1968-07-03	1.20	A
USGS	06846300	1968-07-04	0.18	A
USGS	06846300	1968-07-05	0.07	A
USGS	06846300	1968-07-06	0.01	A
USGS	06846300	1968-07-07	0.00	A
USGS	06846300	1968-07-08	0.00	A
USGS	06846300	1968-07-09	0.00	A
USGS	06846300	1968-07-10	0.00	A
USGS	06846300	1968-07-11	0.00	A
USGS	06846300	1968-07-12	0.00	A
USGS	06846300	1968-07-13	0.00	A
USGS	06846300	1968-07-14	0.00	A
USGS	06846300	1968-07-15	0.00	A
USGS	06846300	1968-07-16	0.00	A
USGS	06846300	1968-07-17	0.00	A
USGS	06846300	1968-07-18	0.85	A
USGS	06846300	1968-07-19	1.10	A
USGS	06846300	1968-07-20	0.02	A
USGS	06846300	1968-07-21	0.00	A
USGS	06846300	1968-07-22	0.00	A
USGS	06846300	1968-07-23	0.00	A
USGS	06846300	1968-07-24	0.00	A
USGS	06846300	1968-07-25	0.00	A
USGS	06846300	1968-07-26	0.00	A
USGS	06846300	1968-07-27	0.00	A
USGS	06846300	1968-07-28	135	A
USGS	06846300	1968-07-29	31.0	A
USGS	06846300	1968-07-30	5.10	A
USGS	06846300	1968-07-31	0.88	A
USGS	06846300	1968-08-01	0.11	A
USGS	06846300	1968-08-02	0.00	A
USGS	06846300	1968-08-03	0.00	A
USGS	06846300	1968-08-04	13.0	A
USGS	06846300	1968-08-05	1.20	A
USGS	06846300	1968-08-06	0.01	A
USGS	06846300	1968-08-07	0.93	A
USGS	06846300	1968-08-08	0.00	A
USGS	06846300	1968-08-09	0.00	A
USGS	06846300	1968-08-10	0.00	A
USGS	06846300	1968-08-11	0.00	A
USGS	06846300	1968-08-12	0.00	A
USGS	06846300	1968-08-13	0.00	A
USGS	06846300	1968-08-14	0.00	A
USGS	06846300	1968-08-15	0.00	A
USGS	06846300	1968-08-16	0.00	A
USGS	06846300	1968-08-17	0.00	A
USGS	06846300	1968-08-18	0.00	A
USGS	06846300	1968-08-19	0.00	A
USGS	06846300	1968-08-20	0.00	A
USGS	06846300	1968-08-21	0.00	A
USGS	06846300	1968-08-22	0.00	A
USGS	06846300	1968-08-23	0.00	A
USGS	06846300	1968-08-24	0.00	A
USGS	06846300	1968-08-25	0.00	A
USGS	06846300	1968-08-26	0.00	A
USGS	06846300	1968-08-27	0.00	A
USGS	06846300	1968-08-28	80.0	A
USGS	06846300	1968-08-29	0.55	A
USGS	06846300	1968-08-30	44.0	A
USGS	06846300	1968-08-31	45.0	A
USGS	06846300	1968-09-01	32.0	A
USGS	06846300	1968-09-02	27.0	A
USGS	06846300	1968-09-03	15.0	A
USGS	06846300	1968-09-04	9.90	A
USGS	06846300	1968-09-05	6.20	A
USGS	06846300	1968-09-06	2.90	A
USGS	06846300	1968-09-07	1.00	A
USGS	06846300	1968-09-08	0.07	A
USGS	06846300	1968-09-09	0.00	A
USGS	06846300	1968-09-10	0.00	A
USGS	06846300	1968-09-11	0.00	A
USGS	06846300	1968-09-12	0.00	A
USGS	06846300	1968-09-13	0.00	A
USGS	06846300	1968-09-14	0.00	A
USGS	06846300	1968-09-15	14.0	A
USGS	06846300	1968-09-16	115	A
USGS	06846300	1968-09-17	4.00	A
USGS	06846300	1968-09-18	7.90	A
USGS	06846300	1968-09-19	1.30	A
USGS	06846300	1968-09-20	0.13	A
USGS	06846300	1968-09-21	0.00	A
USGS	06846300	1968-09-22	0.00	A
USGS	06846300	1968-09-23	0.00	A
USGS	06846300	1968-09-24	0.00	A
USGS	06846300	1968-09-25	0.00	A
USGS	06846300	1968-09-26	0.00	A
USGS	06846300	1968-09-27	0.00	A
USGS	06846300	1968-09-28	0.00	A
USGS	06846300	1968-09-29	0.00	A
USGS	06846300	1968-09-30	0.00	A
USGS	06846300	1968-10-01	0.04	A
USGS	06846300	1968-10-02	0.04	A
USGS	06846300	1968-10-03	0.04	A
USGS	06846300	1968-10-04	0.04	A
USGS	06846300	1968-10-05	0.04	A
USGS	06846300	1968-10-06	0.04	A
USGS	06846300	1968-10-07	0.00	A
USGS	06846300	1968-10-08	0.00	A
USGS	06846300	1968-10-09	0.00	A
USGS	06846300	1968-10-10	0.00	A
USGS	06846300	1968-10-11	0.00	A
USGS	06846300	1968-10-12	0.00	A
USGS	06846300	1968-10-13	0.02	A
USGS	06846300	1968-10-14	0.04	A
USGS	06846300	1968-10-15	0.00	A
USGS	06846300	1968-10-16	0.08	A
USGS	06846300	1968-10-17	0.16	A
USGS	06846300	1968-10-18	0.12	A
USGS	06846300	1968-10-19	0.08	A
USGS	06846300	1968-10-20	0.04	A
USGS	06846300	1968-10-21	0.00	A
USGS	06846300	1968-10-22	0.00	A
USGS	06846300	1968-10-23	0.00	A
USGS	06846300	1968-10-24	0.00	A
USGS	06846300	1968-10-25	0.00	A
USGS	06846300	1968-10-26	0.00	A
USGS	06846300	1968-10-27	0.00	A
USGS	06846300	1968-10-28	0.00	A
USGS	06846300	1968-10-29	0.00	A
USGS	06846300	1968-10-30	0.00	A
USGS	06846300	1968-10-31	0.00	A
USGS	06846300	1968-11-01	0.00	A
USGS	06846300	1968-11-02	0.00	A
USGS	06846300	1968-11-03	0.00	A
USGS	06846300	1968-11-04	0.00	A
USGS	06846300	1968-11-05	0.04	A
USGS	06846300	1968-11-06	0.04	A
USGS	06846300	1968-11-07	0.04	A
USGS	06846300	1968-11-08	0.04	A
USGS	06846300	1968-11-09	0.08	A
USGS	06846300	1968-11-10	0.12	A
USGS	06846300	1968-11-11	0.12	A
USGS	06846300	1968-11-12	0.12	A
USGS	06846300	1968-11-13	0.12	A
USGS	06846300	1968-11-14	0.12	A
USGS	06846300	1968-11-15	0.16	A
USGS	06846300	1968-11-16	0.12	A
USGS	06846300	1968-11-17	0.12	A
USGS	06846300	1968-11-18	0.12	A
USGS	06846300	1968-11-19	0.15	A
USGS	06846300	1968-11-20	0.20	A
USGS	06846300	1968-11-21	0.17	A
USGS	06846300	1968-11-22	0.12	A
USGS	06846300	1968-11-23	0.12	A
USGS	06846300	1968-11-24	0.12	A
USGS	06846300	1968-11-25	0.12	A
USGS	06846300	1968-11-26	0.10	A
USGS	06846300	1968-11-27	0.05	A
USGS	06846300	1968-11-28	0.05	A
USGS	06846300	1968-11-29	0.05	A
USGS	06846300	1968-11-30	0.05	A
USGS	06846300	1968-12-01	0.05	A
USGS	06846300	1968-12-02	0.05	A
USGS	06846300	1968-12-03	0.05	A
USGS	06846300	1968-12-04	0.08	A
USGS	06846300	1968-12-05	0.00	A
USGS	06846300	1968-12-06	0.00	A
USGS	06846300	1968-12-07	0.00	A
USGS	06846300	1968-12-08	0.00	A
USGS	06846300	1968-12-09	0.05	A
USGS	06846300	1968-12-10	0.05	A
USGS	06846300	1968-12-11	0.05	A
USGS	06846300	1968-12-12	0.05	A
USGS	06846300	1968-12-13	0.00	A
USGS	06846300	1968-12-14	0.00	A
USGS	06846300	1968-12-15	0.00	A
USGS	06846300	1968-12-16	0.00	A
USGS	06846300	1968-12-17	0.10	A
USGS	06846300	1968-12-18	0.10	A
USGS	06846300	1968-12-19	0.10	A
USGS	06846300	1968-12-20	0.00	A
USGS	06846300	1968-12-21	0.00	A
USGS	06846300	1968-12-22	0.00	A
USGS	06846300	1968-12-23	0.00	A
USGS	06846300	1968-12-24	0.00	A
USGS	06846300	1968-12-25	0.00	A
USGS	06846300	1968-12-26	0.00	A
USGS	06846300	1968-12-27	0.00	A
USGS	06846300	1968-12-28	0.00	A
USGS	06846300	1968-12-29	0.00	A
USGS	06846300	1968-12-30	0.00	A
USGS	06846300	1968-12-31	0.00	A
USGS	06846300	1969-01-01	0.00	A
USGS	06846300	1969-01-02	0.00	A
USGS	06846300	1969-01-03	0.00	A
USGS	06846300	1969-01-04	0.00	A
USGS	06846300	1969-01-05	0.00	A
USGS	06846300	1969-01-06	0.10	A
USGS	06846300	1969-01-07	0.05	A
USGS	06846300	1969-01-08	0.05	A
USGS	06846300	1969-01-09	0.05	A
USGS	06846300	1969-01-10	0.00	A
USGS	06846300	1969-01-11	0.00	A
USGS	06846300	1969-01-12	0.00	A
USGS	06846300	1969-01-13	0.10	A
USGS	06846300	1969-01-14	0.10	A
USGS	06846300	1969-01-15	0.10	A
USGS	06846300	1969-01-16	0.10	A
USGS	06846300	1969-01-17	0.20	A
USGS	06846300	1969-01-18	0.20	A
USGS	06846300	1969-01-19	0.10	A
USGS	06846300	1969-01-20	0.10	A
USGS	06846300	1969-01-21	0.10	A
USGS	06846300	1969-01-22	0.10	A
USGS	06846300	1969-01-23	0.00	A
USGS	06846300	1969-01-24	0.00	A
USGS	06846300	1969-01-25	0.00	A
USGS	06846300	1969-01-26	0.00	A
USGS	06846300	1969-01-27	0.00	A
USGS	06846300	1969-01-28	0.00	A
USGS	06846300	1969-01-29	0.00	A
USGS	06846300	1969-01-30	0.00	A
USGS	06846300	1969-01-31	0.00	A
USGS	06846300	1969-02-01	0.00	A
USGS	06846300	1969-02-02	0.00	A
USGS	06846300	1969-02-03	0.10	A
USGS	06846300	1969-02-04	0.10	A
USGS	06846300	1969-02-05	0.10	A
USGS	06846300	1969-02-06	0.10	A
USGS	06846300	1969-02-07	0.10	A
USGS	06846300	1969-02-08	0.00	A
USGS	06846300	1969-02-09	0.00	A
USGS	06846300	1969-02-10	0.10	A
USGS	06846300	1969-02-11	0.20	A
USGS	06846300	1969-02-12	0.20	A
USGS	06846300	1969-02-13	0.10	A
USGS	06846300	1969-02-14	0.10	A
USGS	06846300	1969-02-15	0.10	A
USGS	06846300	1969-02-16	0.10	A
USGS	06846300	1969-02-17	0.10	A
USGS	06846300	1969-02-18	0.10	A
USGS	06846300	1969-02-19	0.10	A
USGS	06846300	1969-02-20	0.10	A
USGS	06846300	1969-02-21	0.10	A
USGS	06846300	1969-02-22	0.10	A
USGS	06846300	1969-02-23	0.20	A
USGS	06846300	1969-02-24	0.40	A
USGS	06846300	1969-02-25	1.00	A
USGS	06846300	1969-02-26	5.00	A
USGS	06846300	1969-02-27	2.00	A
USGS	06846300	1969-02-28	1.00	A
USGS	06846300	1969-03-01	0.30	A
USGS	06846300	1969-03-02	0.20	A
USGS	06846300	1969-03-03	0.20	A
USGS	06846300	1969-03-04	0.20	A
USGS	06846300	1969-03-05	0.10	A
USGS	06846300	1969-03-06	0.10	A
USGS	06846300	1969-03-07	0.10	A
USGS	06846300	1969-03-08	0.10	A
USGS	06846300	1969-03-09	0.10	A
USGS	06846300	1969-03-10	0.00	A
USGS	06846300	1969-03-11	0.00	A
USGS	06846300	1969-03-12	0.00	A
USGS	06846300	1969-03-13	0.10	A
USGS	06846300	1969-03-14	0.05	A
USGS	06846300	1969-03-15	0.10	A
USGS	06846300	1969-03-16	0.10	A
USGS	06846300	1969-03-17	0.10	A
USGS	06846300	1969-03-18	0.20	A
USGS	06846300	1969-03-19	0.30	A
USGS	06846300	1969-03-20	0.40	A
USGS	06846300	1969-03-21	0.70	A
USGS	06846300	1969-03-22	0.40	A
USGS	06846300	1969-03-23	0.20	A
USGS	06846300	1969-03-24	0.10	A
USGS	06846300	1969-03-25	0.00	A
USGS	06846300	1969-03-26	0.00	A
USGS	06846300	1969-03-27	0.20	A
USGS	06846300	1969-03-28	0.50	A
USGS	06846300	1969-03-29	1.00	A
USGS	06846300	1969-03-30	2.00	A
USGS	06846300	1969-03-31	3.00	A
USGS	06846300	1969-04-01	4.20	A
USGS	06846300	1969-04-02	3.70	A
USGS	06846300	1969-04-03	3.70	A
USGS	06846300	1969-04-04	3.90	A
USGS	06846300	1969-04-05	4.70	A
USGS	06846300	1969-04-06	4.50	A
USGS	06846300	1969-04-07	2.70	A
USGS	06846300	1969-04-08	1.20	A
USGS	06846300	1969-04-09	0.18	A
USGS	06846300	1969-04-10	0.00	A
USGS	06846300	1969-04-11	0.00	A
USGS	06846300	1969-04-12	0.00	A
USGS	06846300	1969-04-13	0.00	A
USGS	06846300	1969-04-14	0.03	A
USGS	06846300	1969-04-15	0.05	A
USGS	06846300	1969-04-16	0.00	A
USGS	06846300	1969-04-17	0.01	A
USGS	06846300	1969-04-18	0.00	A
USGS	06846300	1969-04-19	0.00	A
USGS	06846300	1969-04-20	0.00	A
USGS	06846300	1969-04-21	0.00	A
USGS	06846300	1969-04-22	0.00	A
USGS	06846300	1969-04-23	0.00	A
USGS	06846300	1969-04-24	0.00	A
USGS	06846300	1969-04-25	0.00	A
USGS	06846300	1969-04-26	0.00	A
USGS	06846300	1969-04-27	0.03	A
USGS	06846300	1969-04-28	0.08	A
USGS	06846300	1969-04-29	0.19	A
USGS	06846300	1969-04-30	0.00	A
USGS	06846300	1969-05-01	0.00	A
USGS	06846300	1969-05-02	0.00	A
USGS	06846300	1969-05-03	0.00	A
USGS	06846300	1969-05-04	0.00	A
USGS	06846300	1969-05-05	0.00	A
USGS	06846300	1969-05-06	0.00	A
USGS	06846300	1969-05-07	14.0	A
USGS	06846300	1969-05-08	22.0	A
USGS	06846300	1969-05-09	29.0	A
USGS	06846300	1969-05-10	33.0	A
USGS	06846300	1969-05-11	13.0	A
USGS	06846300	1969-05-12	5.20	A
USGS	06846300	1969-05-13	2.80	A
USGS	06846300	1969-05-14	1.90	A
USGS	06846300	1969-05-15	1.40	A
USGS	06846300	1969-05-16	1.50	A
USGS	06846300	1969-05-17	1.00	A
USGS	06846300	1969-05-18	55.0	A
USGS	06846300	1969-05-19	58.0	A
USGS	06846300	1969-05-20	94.0	A
USGS	06846300	1969-05-21	68.0	A
USGS	06846300	1969-05-22	41.0	A
USGS	06846300	1969-05-23	33.0	A
USGS	06846300	1969-05-24	24.0	A
USGS	06846300	1969-05-25	20.0	A
USGS	06846300	1969-05-26	18.0	A
USGS	06846300	1969-05-27	15.0	A
USGS	06846300	1969-05-28	13.0	A
USGS	06846300	1969-05-29	11.0	A
USGS	06846300	1969-05-30	7.60	A
USGS	06846300	1969-05-31	5.70	A
USGS	06846300	1969-06-01	4.80	A
USGS	06846300	1969-06-02	4.10	A
USGS	06846300	1969-06-03	3.50	A
USGS	06846300	1969-06-04	3.00	A
USGS	06846300	1969-06-05	2.50	A
USGS	06846300	1969-06-06	2.20	A
USGS	06846300	1969-06-07	1.80	A
USGS	06846300	1969-06-08	1.50	A
USGS	06846300	1969-06-09	1.20	A
USGS	06846300	1969-06-10	0.66	A
USGS	06846300	1969-06-11	0.55	A
USGS	06846300	1969-06-12	0.43	A
USGS	06846300	1969-06-13	0.51	A
USGS	06846300	1969-06-14	0.39	A
USGS	06846300	1969-06-15	1.10	A
USGS	06846300	1969-06-16	1.80	A
USGS	06846300	1969-06-17	2.10	A
USGS	06846300	1969-06-18	2.10	A
USGS	06846300	1969-06-19	1.90	A
USGS	06846300	1969-06-20	1.70	A
USGS	06846300	1969-06-21	1.50	A
USGS	06846300	1969-06-22	1.80	A
USGS	06846300	1969-06-23	2.00	A
USGS	06846300	1969-06-24	4.50	A
USGS	06846300	1969-06-25	2.80	A
USGS	06846300	1969-06-26	1.20	A
USGS	06846300	1969-06-27	0.68	A
USGS	06846300	1969-06-28	0.26	A
USGS	06846300	1969-06-29	0.09	A
USGS	06846300	1969-06-30	0.04	A
USGS	06846300	1969-07-01	0.05	A
USGS	06846300	1969-07-02	0.06	A
USGS	06846300	1969-07-03	0.05	A
USGS	06846300	1969-07-04	0.06	A
USGS	06846300	1969-07-05	0.07	A
USGS	06846300	1969-07-06	71.0	A
USGS	06846300	1969-07-07	54.0	A
USGS	06846300	1969-07-08	26.0	A
USGS	06846300	1969-07-09	15.0	A
USGS	06846300	1969-07-10	16.0	A
USGS	06846300	1969-07-11	5.10	A
USGS	06846300	1969-07-12	2.30	A
USGS	06846300	1969-07-13	1.30	A
USGS	06846300	1969-07-14	0.46	A
USGS	06846300	1969-07-15	0.15	A
USGS	06846300	1969-07-16	0.03	A
USGS	06846300	1969-07-17	0.01	A
USGS	06846300	1969-07-18	2.50	A
USGS	06846300	1969-07-19	15.0	A
USGS	06846300	1969-07-20	0.81	A
USGS	06846300	1969-07-21	0.45	A
USGS	06846300	1969-07-22	0.34	A
USGS	06846300	1969-07-23	0.05	A
USGS	06846300	1969-07-24	3.80	A
USGS	06846300	1969-07-25	0.08	A
USGS	06846300	1969-07-26	0.00	A
USGS	06846300	1969-07-27	0.00	A
USGS	06846300	1969-07-28	0.00	A
USGS	06846300	1969-07-29	0.00	A
USGS	06846300	1969-07-30	0.01	A
USGS	06846300	1969-07-31	0.01	A
USGS	06846300	1969-08-01	0.00	A
USGS	06846300	1969-08-02	0.01	A
USGS	06846300	1969-08-03	0.01	A
USGS	06846300	1969-08-04	0.01	A
USGS	06846300	1969-08-05	0.01	A
USGS	06846300	1969-08-06	0.01	A
USGS	06846300	1969-08-07	0.00	A
USGS	06846300	1969-08-08	0.10	A
USGS	06846300	1969-08-09	0.00	A
USGS	06846300	1969-08-10	0.00	A
USGS	06846300	1969-08-11	0.00	A
USGS	06846300	1969-08-12	0.00	A
USGS	06846300	1969-08-13	0.00	A
USGS	06846300	1969-08-14	0.03	A
USGS	06846300	1969-08-15	0.04	A
USGS	06846300	1969-08-16	0.03	A
USGS	06846300	1969-08-17	0.02	A
USGS	06846300	1969-08-18	0.02	A
USGS	06846300	1969-08-19	0.03	A
USGS	06846300	1969-08-20	0.02	A
USGS	06846300	1969-08-21	0.03	A
USGS	06846300	1969-08-22	66.0	A
USGS	06846300	1969-08-23	160	A
USGS	06846300	1969-08-24	79.0	A
USGS	06846300	1969-08-25	43.0	A
USGS	06846300	1969-08-26	40.0	A
USGS	06846300	1969-08-27	5.10	A
USGS	06846300	1969-08-28	1.90	A
USGS	06846300	1969-08-29	1.40	A
USGS	06846300	1969-08-30	3.70	A
USGS	06846300	1969-08-31	4.20	A
USGS	06846300	1969-09-01	2.50	A
USGS	06846300	1969-09-02	1.50	A
USGS	06846300	1969-09-03	0.83	A
USGS	06846300	1969-09-04	0.26	A
USGS	06846300	1969-09-05	0.00	A
USGS	06846300	1969-09-06	0.00	A
USGS	06846300	1969-09-07	0.00	A
USGS	06846300	1969-09-08	0.00	A
USGS	06846300	1969-09-09	0.00	A
USGS	06846300	1969-09-10	0.00	A
USGS	06846300	1969-09-11	0.00	A
USGS	06846300	1969-09-12	0.00	A
USGS	06846300	1969-09-13	0.00	A
USGS	06846300	1969-09-14	0.00	A
USGS	06846300	1969-09-15	0.00	A
USGS	06846300	1969-09-16	0.00	A
USGS	06846300	1969-09-17	0.01	A
USGS	06846300	1969-09-18	0.00	A
USGS	06846300	1969-09-19	0.00	A
USGS	06846300	1969-09-20	0.00	A
USGS	06846300	1969-09-21	0.00	A
USGS	06846300	1969-09-22	0.00	A
USGS	06846300	1969-09-23	0.00	A
USGS	06846300	1969-09-24	0.00	A
USGS	06846300	1969-09-25	0.00	A
USGS	06846300	1969-09-26	0.00	A
USGS	06846300	1969-09-27	0.00	A
USGS	06846300	1969-09-28	0.00	A
USGS	06846300	1969-09-29	0.00	A
